"study.name","dint","SD","id","YofPub","cont.type","time","treatments","cf.timely","ssci","setting","ed.level","Age","profic","motivation","Ss.aware","random.grp","equiv.grp","rel.inter","rel.intra","genre","sourced","timed","Location","Length","instruction","graded","acc.measure","cf.training","error.type","cf.scope","cf.type","error.key","cf.provider","cf.revision","cf.oral"
"Mubarak",0.917324928,0.408392801,24,2013,0,0,12,1,2,2,2,2,NA,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,0,88,2,1,0
"Mubarak",0.102084383,0.375016197,24,2013,0,40,12,1,2,2,2,2,NA,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,0,88,2,1,0
"Mubarak",0.755188343,0.46350189,24,2013,0,0,12,1,2,2,2,2,NA,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,0,88,2,1,0
"Mubarak",1.176033455,0.513388112,24,2013,0,40,12,1,2,2,2,2,NA,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,0,88,2,1,0
"Mubarak",0.528774788,0.449508312,24,2013,0,0,12,1,2,2,2,2,NA,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,0,88,2,1,0
"Mubarak",-0.118904904,0.40676009,24,2013,0,40,12,1,2,2,2,2,NA,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,0,88,2,1,0
"Mubarak",-0.088344593,0.395868834,24,2013,0,0,12,1,2,2,2,2,NA,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,0,88,2,1,0
"Mubarak",0.539086991,0.439364562,24,2013,0,40,12,1,2,2,2,2,NA,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,0,88,2,1,0
"Mubarak",0.985088561,0.395400956,24,2013,0,0,12,1,2,2,2,2,NA,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,1,88,2,1,0
"Mubarak",0.740817728,0.386346168,24,2013,0,40,12,1,2,2,2,2,NA,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,1,88,2,1,0
"Mubarak",-0.492667996,0.420154007,24,2013,0,0,12,1,2,2,2,2,NA,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,1,88,2,1,0
"Mubarak",-1.369547948,0.509713828,24,2013,0,40,12,1,2,2,2,2,NA,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,1,88,2,1,0
"Mubarak",0.206464074,0.393835853,24,2013,0,0,12,1,2,2,2,2,NA,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,1,88,2,1,0
"Mubarak",-0.158771197,0.384006829,24,2013,0,40,12,1,2,2,2,2,NA,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,1,88,2,1,0
"Mubarak",-0.361055682,0.401400369,24,2013,0,0,12,1,2,2,2,2,NA,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,1,88,2,1,0
"Mubarak",0.266135313,0.429945815,24,2013,0,40,12,1,2,2,2,2,NA,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,1,88,2,1,0
"Munoz",0.489898729,0.33826312,25,2011,1,2,4,2,2,2,2,2,99,99,99,1,0,0,0,5,0,1,0,2,1,1,1,1,0,2,2,2,1,1,0
"Munoz",-0.142803784,0.33634251,25,2011,1,2,4,2,2,2,2,2,99,99,99,1,0,0,0,5,0,1,0,2,1,1,1,1,0,2,1,88,1,1,0
"Nakazawa",0.620710702,0.450498631,26,2006,2,12,5,1,2,2,2,2,0,99,0,1,1,1,0,6,1,99,99,1,1,0,0,0,0,1,0,88,1,1,0
"Nakazawa",0.52700738,0.442547602,26,2006,2,12,5,1,2,2,2,2,0,99,0,1,1,1,0,6,1,99,99,1,1,0,0,0,0,1,2,2,1,1,0
"Nakazawa",0.207225597,0.449924458,26,2006,2,12,5,1,2,2,2,2,0,99,0,1,1,1,0,6,1,99,99,1,1,0,0,0,0,1,15,88,1,1,0
"Nemati_etal",4.613584413,0.3013155,27,2019,2,1,4,0,1,2,3,1,0,0,0,1,1,1,0,77,1,1,0,99,0,99,14,0,3,2,0,88,1,1,0
"Nemati_etal",2.375826097,0.355007972,27,2019,2,4,4,0,1,2,3,1,0,0,0,1,1,1,0,77,1,1,0,99,0,99,14,0,3,2,0,88,1,1,0
"Nemati_etal",5.09306209,0.306735833,27,2019,2,1,4,0,1,2,3,1,0,0,0,1,1,1,0,77,1,1,0,99,0,99,14,0,3,2,1,88,1,1,0
"Nemati_etal",2.868542442,0.206128293,27,2019,2,4,4,0,1,2,3,1,0,0,0,1,1,1,0,77,1,1,0,99,0,99,14,0,3,2,1,88,1,1,0
"Nusrat.etal.",-0.221041088,0.284423045,28,2019,0,8,2,2,0,2,2,2,99,99,99,0,1,1,0,5,0,1,0,99,99,0,0,1,1,1,2,1,0,1,0
"Nusrat.etal.",-0.187041906,0.294744865,28,2019,0,8,2,2,0,2,2,2,99,99,99,0,1,1,0,5,0,1,0,99,99,0,0,1,2,1,2,1,0,1,0
"Nusrat.etal.",1.517677436,0.335068227,28,2019,0,8,2,2,0,2,2,2,99,99,99,0,1,1,0,5,0,1,0,99,99,0,0,1,3,1,2,1,0,1,0
"Pariyto_Cah.",1.241478431,0.493911592,29,2016,1,0,7,1,0,2,2,2,1,99,99,1,0,1,1,2,0,1,0,2,99,99,0,0,0,0,0,88,2,1,0
"Pariyto_Cah.",0.050585674,0.406020913,29,2016,1,4,7,1,0,2,2,2,1,99,99,1,0,1,1,2,0,1,0,2,99,99,0,0,0,0,0,88,2,1,0
"Parreno",0.339953765,0.350455163,30,2015,1,2,7,77,0,2,2,2,1,99,0,1,1,1,0,9,0,1,0,1,99,0,0,1,0,1,1,88,99,1,0
"Parreno",-0.229188604,0.367860602,30,2015,1,2,7,77,0,2,2,2,1,99,0,1,1,1,0,9,0,1,0,1,99,0,0,1,0,1,1,88,99,1,0
"Parreno",0.805596812,0.366995983,30,2015,1,2,7,77,0,2,2,2,1,99,0,1,1,1,0,9,0,1,0,1,99,0,0,1,0,1,1,88,99,1,0
"Parreno",0.035013472,0.338854829,30,2015,1,2,7,77,0,2,2,2,1,99,0,1,1,1,0,9,0,1,0,1,99,0,0,1,0,1,1,88,99,1,0
"Parreno",0.050964027,0.370562416,30,2015,1,2,7,77,0,2,2,2,1,99,0,1,1,1,0,9,0,1,0,1,99,0,0,1,0,1,0,88,99,1,0
"Parreno",1.665864511,0.426305502,30,2015,1,2,7,77,0,2,2,2,1,99,0,1,1,1,0,9,0,1,0,1,99,0,0,1,0,1,0,88,99,1,0
"Parreno",0.585128586,0.348925975,30,2015,1,2,7,77,0,2,2,2,1,99,0,1,1,1,0,9,0,1,0,1,99,0,0,1,0,1,0,88,99,1,0
"Parreno",0.774271971,0.380124237,30,2015,1,2,7,77,0,2,2,2,1,99,0,1,1,1,0,9,0,1,0,1,99,0,0,1,0,1,0,88,99,1,0
"Parreno",2.215185588,0.433671868,30,2015,1,2,7,77,0,2,2,2,1,99,0,1,1,1,0,9,0,1,0,1,99,0,0,1,0,1,2,1,99,1,0
"Parreno",0.630444445,0.366740842,30,2015,1,2,7,77,0,2,2,2,1,99,0,1,1,1,0,9,0,1,0,1,99,0,0,1,0,1,2,1,99,1,0
"Parreno",0.724286673,0.402562741,30,2015,1,2,7,77,0,2,2,2,1,99,0,1,1,1,0,9,0,1,0,1,99,0,0,1,0,1,2,1,99,1,0
"Parreno",1.248117056,0.401575027,30,2015,1,2,7,77,0,2,2,2,1,99,0,1,1,1,0,9,0,1,0,1,99,0,0,1,0,1,2,1,99,1,0
"Pash.",0.900068175,0.352090424,31,2017,1,0,2,1,0,2,2,2,1,2,99,0,0,1,0,7,1,1,0,1,0,99,1,0,0,1,0,88,1,0,0
"Pash.",0.203265732,0.341622077,31,2017,1,4,2,1,0,2,2,2,1,2,99,0,0,1,0,7,1,1,0,1,0,99,1,0,0,1,0,88,1,0,0
"Pash.",0.92162687,0.396972097,31,2017,1,0,2,1,0,2,2,2,1,2,99,0,0,1,0,7,1,1,0,1,0,99,1,0,0,1,0,88,1,0,0
"Pash.",0.14052566,0.313185147,31,2017,1,4,2,1,0,2,2,2,1,2,99,0,0,1,0,7,1,1,0,1,0,99,1,0,0,1,0,88,1,0,0
"Pash.",-0.075847053,0.330160639,31,2017,1,0,2,1,0,2,2,2,1,2,99,0,0,1,0,7,1,1,0,1,0,99,1,0,0,1,0,88,1,1,0
"Pash.",0.001644134,0.340009453,31,2017,1,4,2,1,0,2,2,2,1,2,99,0,0,1,0,7,1,1,0,1,0,99,1,0,0,1,0,88,1,1,0
"Polio_etal",0.09026967,0.255596685,32,1998,0,1,14,0,1,1,2,2,99,99,1,1,0,1,0,9,0,1,0,99,1,1,3,99,0,0,99,99,99,1,0
"Polio_etal",0.322208575,0.251945618,32,1998,0,1,14,0,1,1,2,2,99,99,1,1,0,1,0,9,0,1,0,99,1,1,3,99,0,0,99,99,99,1,0
"Rahimi",0.12826041,0.293821538,33,2009,1,3,3,1,1,2,2,2,1,99,99,99,1,1,0,2,0,0,0,2,99,99,0,99,0,0,2,99,1,1,0
"Rummel_Bitc.",1.01549213,0.501084369,34,2015,0,1,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,0,99,99,2,0
"Rummel_Bitc.",0.926302958,0.4908606,34,2015,0,4,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,0,99,99,2,0
"Rummel_Bitc.",1.407932655,0.526277244,34,2015,0,1,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,2,99,99,2,0
"Rummel_Bitc.",0.650777091,0.466155482,34,2015,0,4,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,2,99,99,2,0
"Rummel_Bitc.",0.597846861,0.459473378,34,2015,0,1,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,3,99,99,2,0
"Rummel_Bitc.",0.849264907,0.471722419,34,2015,0,4,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,3,99,99,2,0
"Seiff_ElSak",4.009361125,0.228679136,35,2017,0,1,9,99,0,2,2,2,99,99,99,1,1,1,0,2,0,1,0,99,2,0,4,1,0,0,15,99,99,99,0
"Sheen_a",0.385700813,0.277681199,36,2007,0,0,2,1,1,1,2,2,1,99,99,99,99,1,0,6,1,1,0,0,0,0,0,99,1,2,0,88,1,0,0
"Sheen_a",0.568675941,0.281523338,36,2007,0,4,2,1,1,1,2,2,1,99,99,99,99,1,0,6,1,1,0,0,0,0,0,99,1,2,0,88,1,0,0
"Sheen_a",0.325614693,0.277732306,36,2007,0,0,2,1,1,1,2,2,1,99,99,99,99,1,0,6,1,1,0,0,0,0,0,99,1,2,8,88,1,0,0
"Sheen_a",0.839819691,0.301550825,36,2007,0,4,2,1,1,1,2,2,1,99,99,99,99,1,0,6,1,1,0,0,0,0,0,99,1,2,8,88,1,0,0
"Sheen_b",0.827999907,0.300002158,37,2010,3,0,1,1,1,1,2,2,1,99,99,0,99,1,0,6,0,1,0,99,0,0,1,99,1,2,0,88,0,2,0
"Sheen_b",0.761571107,0.292612944,37,2010,3,4,1,1,1,1,2,2,1,99,99,0,99,1,0,6,0,1,0,99,0,0,1,99,1,2,0,88,0,2,0
"Sheen_b",0.885438946,0.299834208,37,2010,3,0,1,1,1,1,2,2,1,99,99,0,99,1,0,6,0,1,0,99,0,0,1,99,1,2,8,88,0,2,0
"Sheen_b",1.129269152,0.306856942,37,2010,3,4,1,1,1,1,2,2,1,99,99,0,99,1,0,6,0,1,0,99,0,0,1,99,1,2,8,88,0,2,0
"Sheen_etal",0.707119717,0.399156623,38,2009,3,1,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0
"Sheen_etal",-0.37362337,0.335814782,38,2009,3,4,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0
"Sheen_etal",0.926753835,0.40264431,38,2009,3,1,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,1,0,88,0,1,0
"Sheen_etal",-0.153989252,0.340099244,38,2009,3,4,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,1,0,88,0,1,0
"Sheen_etal",0.286185689,0.359131143,38,2009,0,1,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0
"Sheen_etal",0.474397474,0.378811915,38,2009,0,4,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0
"Sheen_etal",0.505819807,0.362856811,38,2009,0,1,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,1,0,88,0,1,0
"Sheen_etal",0.694031591,0.380841483,38,2009,0,4,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,1,0,88,0,1,0
"Sheen_etal",0.772083324,0.398279713,38,2009,3,1,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,0,1,0,88,0,1,0
"Sheen_etal",0.012560749,0.349199122,38,2009,3,4,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,0,1,0,88,0,1,0
"Sheen_etal",-0.322915025,0.508066227,38,2009,3,1,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0
"Sheen_etal",-1.082437599,0.465852227,38,2009,3,4,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0
"Sheen_etal",0.455826822,0.362646819,38,2009,0,1,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,0,1,0,88,0,1,0
"Sheen_etal",0.387076763,0.372950137,38,2009,0,4,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,0,1,0,88,0,1,0
"Sheen_etal",-0.639171526,0.485514778,38,2009,0,1,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0
"Sheen_etal",-0.707921585,0.484528286,38,2009,0,4,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0
"Shint_Ellis",1.232360511,0.436073882,39,2013,0,2,1,0,1,1,2,2,1,99,99,1,1,1,0,5,1,1,0,99,0,99,14,99,1,2,3,88,1,1,0
"Shint_Ellis",0.601111073,0.371913279,39,2013,0,2,1,0,1,1,2,2,1,99,99,1,1,1,0,5,1,1,0,99,0,99,14,99,1,2,3,88,1,1,0
"Shint_Ellis",0.051981817,0.37765164,39,2013,0,2,1,0,1,1,2,2,1,99,99,1,1,1,0,5,1,1,0,99,0,99,14,99,1,2,0,88,1,1,0
"Shint_Ellis",0.250958077,0.360338238,39,2013,0,2,1,0,1,1,2,2,1,99,99,1,1,1,0,5,1,1,0,99,0,99,14,99,1,2,0,88,1,1,0
"Sob_Taybi",0.248388483,0.368562806,40,2015,0,2,1,99,0,2,3,99,1,99,99,0,0,1,1,5,0,1,0,99,99,0,4,88,0,0,1,88,1,99,0
"Sob_Taybi",0.419239053,0.376915895,40,2015,0,2,1,99,0,2,3,99,1,99,99,0,0,1,1,5,0,1,0,99,99,0,4,88,0,1,1,88,1,99,0
"Stefan_Revesz",-0.48773477,0.268702018,41,2015,3,0,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,0,88,99,2,0
"Stefan_Revesz",0.127126814,0.287372447,41,2015,3,2,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,0,88,99,2,0
"Stefan_Revesz",2.04388348,0.343680731,41,2015,3,0,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,0,88,99,2,0
"Stefan_Revesz",1.802630447,0.322975027,41,2015,3,2,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,0,88,99,2,0
"Stefan_Revesz",-0.125981087,0.265802797,41,2015,3,0,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,8,88,99,2,0
"Stefan_Revesz",0.508273779,0.290438334,41,2015,3,2,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,8,88,99,2,0
"Stefan_Revesz",1.97319605,0.354255471,41,2015,3,0,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,8,88,99,2,0
"Stefan_Revesz",1.858955626,0.34217097,41,2015,3,2,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,8,88,99,2,0
"Sun",0.736287357,0.481597939,42,2013,1,3,5,1,2,2,2,2,1,99,1,1,0,1,0,5,0,0,2,2,0,1,1,99,7,2,15,0,0,1,0
"Sun",0.094911369,0.433368801,42,2013,1,3,5,1,2,2,2,2,1,99,1,1,0,1,0,5,0,0,2,2,0,1,1,99,0,0,4,1,0,1,0
"Tanveer.etal",1.775050018,0.544986181,43,2018,0,0,1,99,0,2,1,1,1,99,99,1,1,1,0,5,0,1,0,99,99,99,0,99,99,1,8,88,99,1,0
"Tanveer.etal",1.732400345,0.537639942,43,2018,0,2,1,99,0,2,1,1,1,99,99,1,1,1,0,5,0,1,0,99,99,99,0,99,99,1,8,88,99,1,0
"Tanveer.etal",1.830776422,0.536051788,43,2018,0,0,1,99,0,2,1,1,1,99,99,1,1,1,0,5,0,1,0,99,99,99,0,99,99,1,3,88,99,1,0
"Tanveer.etal",1.375240216,0.500390423,43,2018,0,2,1,99,0,2,1,1,1,99,99,1,1,1,0,5,0,1,0,99,99,99,0,99,99,1,3,88,99,1,0
"Trscott_Hsu",-0.082745787,0.335121967,44,2008,0,1,3,1,1,2,2,2,1,99,1,0,99,0,1,5,0,1,0,1,99,0,0,99,0,0,1,88,1,1,0
"VanBe_Jng_Ken",-0.89110234,0.367417125,45,2008,2,1,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
"VanBe_Jng_Ken",0.249398873,0.355996958,45,2008,2,1,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
"VanBe_Jng_Ken",-1.316118317,0.416509423,45,2008,0,1,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
"VanBe_Jng_Ken",-0.175617104,0.406040056,45,2008,0,1,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
"VanBe_Jng_Ken",-1.045714711,0.363913677,45,2008,2,1,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
"VanBe_Jng_Ken",-0.285027144,0.350441479,45,2008,2,1,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
"VanBe_Jng_Ken",-0.767449207,0.373168429,45,2008,0,1,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
"VanBe_Jng_Ken",-0.00676164,0.360210187,45,2008,0,1,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
"VanBe_Jng_KenA",0.816714472,0.237244431,46,2012,2,4,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
"VanBe_Jng_KenA",0.145630823,0.231891822,46,2012,2,4,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
"VanBe_Jng_KenA",1.121367688,0.265793578,46,2012,0,4,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
"VanBe_Jng_KenA",0.450284039,0.25671064,46,2012,0,4,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
"VanBe_Jng_KenB",0.675093577,0.254390888,47,2012,2,1,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
"VanBe_Jng_KenB",0.068602139,0.263292391,47,2012,2,4,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
"VanBe_Jng_KenB",0.7816304,0.257372148,47,2012,2,1,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
"VanBe_Jng_KenB",0.175138962,0.266164831,47,2012,2,4,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
"VanBe_Jng_KenB",0.465992206,0.253177922,47,2012,0,1,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
"VanBe_Jng_KenB",0.138741009,0.268185506,47,2012,0,4,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
"VanBe_Jng_KenB",0.484342774,0.253043523,47,2012,0,1,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
"VanBe_Jng_KenB",0.157091578,0.266853831,47,2012,0,4,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
"Wagner",0.416149057,0.323454186,48,2016,1,4,3,1,2,2,1,1,2,0,99,0,0,0,0,2,0,1,0,2,0,99,4,1,0,0,2,1,1,1,0
"Wang",0.678153062,0.284047103,49,2017,1,4,3,0,0,2,2,2,99,3,99,0,0,0,0,2,0,1,0,3,2,99,0,99,0,0,1,88,1,1,0
"Wang",0.538078447,0.275286393,49,2017,1,4,3,0,0,2,2,2,99,3,99,0,0,0,0,2,0,1,0,3,2,99,0,99,0,0,0,88,1,1,0
"Yu_Cheng",0.600488673,0.268081324,50,2017,1,0,3,0,0,2,2,2,1,99,0,0,1,1,0,2,1,1,0,1,0,1,14,99,1,2,8,88,3,1,0
"Yu_Cheng",0.386961085,0.263951205,50,2017,1,2,3,0,0,2,2,2,1,99,0,0,1,1,0,2,1,1,0,1,0,1,14,99,1,2,8,88,3,1,0
"Zhang",-0.820966383,0.313170074,51,2017,0,1,2,2,1,2,2,2,1,99,99,1,1,1,0,2,1,1,0,2,2,1,0,99,0,0,0,88,1,2,0
"Zhang",-0.734246482,0.312191188,51,2017,0,3,2,2,1,2,2,2,1,99,99,1,1,1,0,2,1,1,0,2,2,1,0,99,0,0,0,88,1,2,0
