study.name,YofPub,group.name,n,d,t.pair,df,mdif,sdif,stder,mpre,sdpre,mpos,sdpos,r,rev.sign,rev.group,autoreg,post ,control,cont.type,outcome,time, treatments,cf.timely,ssci,setting,ed.level,Age,profic,motivation,Ss.aware,random.grp,equiv.grp,rel.inter,rel.intra,genre,sourced,timed,Location,Length ,instruction,graded,acc.measure,cf.training,error.type,cf.scope,cf.type,error.key,cf.provider,cf.revision,cf.oral
Al_Ajmi ,2015,,25,,,,,,,1.68,1.069,7.4,2.217,,,,,1,F,1,1,0,2,0,0,2,2,2,1,99,99,0,1,1,99,9,0,99,99,0,99,99,10,99,2,2,8,88,0,99,1
Al_Ajmi ,2015,,25,,,,,,,1.68,1.069,8.08,1.754,,,,,2,F,1,1,2,2,0,0,2,2,2,1,99,99,0,1,1,99,9,0,99,99,0,99,99,10,99,2,2,8,88,0,99,1
Al_Ajmi ,2015,,25,,,,,,,1.44,1.083,1.08,1.115,,,,,1,T,1,1,0,0,88,0,2,2,2,1,99,99,0,1,1,99,9,0,99,99,0,99,99,10,99,88,88,88,88,0,99,0
Al_Ajmi ,2015,,25,,,,,,,1.44,1.083,1.48,1.085,,,,,2,T,1,1,2,0,88,0,2,2,2,1,99,99,0,1,1,99,9,0,99,99,0,99,99,10,99,88,88,88,88,0,99,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al.Ahmad_Al.Jarrah,2015,,13,,,,,,,60.348,21.54,74.312,11.36,,,,,1,F,1,1,0,2,1,0,2,2,2,1,99,99,0,0,1,0,5,0,1,0,99,1,99,11,99,3,2,0,88,0,0,0
Al.Ahmad_Al.Jarrah,2015,,13,,,,,,,60.348,21.54,68.874,14.98,,,,,2,F,1,1,8,2,1,0,2,2,2,1,99,99,0,0,1,0,5,0,1,0,99,1,99,11,99,3,2,0,88,0,0,0
Al.Ahmad_Al.Jarrah,2015,,13,,,,,,,82.924,11.38,88.662,11.8,,,,,1,F,1,1,0,2,1,0,2,2,2,1,99,99,0,0,1,0,5,0,1,0,99,1,99,11,99,3,2,8,88,0,0,1
Al.Ahmad_Al.Jarrah,2015,,13,,,,,,,82.924,11.38,90.29,8.4,,,,,2,F,1,1,8,2,1,0,2,2,2,1,99,99,0,0,1,0,5,0,1,0,99,1,99,11,99,3,2,8,88,0,0,1
Al.Ahmad_Al.Jarrah,2015,,13,,,,,,,28.899,13.88,32.521,18.85,,,,,1,T,1,1,0,0,88,0,2,2,2,1,99,99,0,0,1,0,5,0,1,0,99,1,99,11,99,88,88,88,88,0,0,0
Al.Ahmad_Al.Jarrah,2015,,13,,,,,,,28.899,13.88,39.895,20.84,,,,,2,T,1,1,8,0,88,0,2,2,2,1,99,99,0,0,1,0,5,0,1,0,99,1,99,11,99,88,88,88,88,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitchener_Knoch_a  ,2008,,17,,,,,,,67.59,19.26,82.53,14.33,,,,,1,F,0,1,0,1,1,1,1,2,2,1,99,1,0,1,1,0,5,0,1,0,99,99,99,1,99,1,2,8,88,99,2,1
Bitchener_Knoch_a  ,2008,,17,,,,,,,67.59,19.26,82.65,15.47,,,,,2,F,0,1,7,1,1,1,1,2,2,1,99,1,0,1,1,0,5,0,1,0,99,99,99,1,99,1,2,8,88,99,2,1
Bitchener_Knoch_a  ,2008,,18,,,,,,,53.11,21.73,77.5,16.07,,,,,1,F,0,1,0,1,1,1,1,2,2,1,99,1,0,1,1,0,5,0,1,0,99,99,99,1,99,1,2,8,88,99,2,0
Bitchener_Knoch_a  ,2008,,18,,,,,,,53.11,21.73,76.78,20.67,,,,,2,F,0,1,7,1,1,1,1,2,2,1,99,1,0,1,1,0,5,0,1,0,99,99,99,1,99,1,2,8,88,99,2,0
Bitchener_Knoch_a  ,2008,,20,,,,,,,59.35,18.39,81.25,13,,,,,1,F,0,1,0,1,1,1,1,2,2,1,99,1,0,1,1,0,5,0,1,0,99,99,99,1,99,1,2,0,88,99,2,0
Bitchener_Knoch_a  ,2008,,20,,,,,,,59.35,18.39,80.05,12.09,,,,,2,F,0,1,7,1,1,1,1,2,2,1,99,1,0,1,1,0,5,0,1,0,99,99,99,1,99,1,2,0,88,99,2,0
Bitchener_Knoch_a  ,2008,,20,,,,,,,51.9,28.32,52.75,23.26,,,,,1,T,0,1,0,0,88,1,1,2,2,1,99,1,0,1,1,0,5,0,1,0,99,99,99,1,99,88,88,88,88,88,2,0
Bitchener_Knoch_a  ,2008,,20,,,,,,,51.9,28.32,63.9,18.89,,,,,2,T,0,1,7,0,88,1,1,2,2,1,99,1,0,1,1,0,5,0,1,0,99,99,99,1,99,88,88,88,88,88,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitchener_Knoch_b ,2010,,12,,,,,,,87.08,13.22,95.92,5.48,,,,,1,F,0,1,0,1,1,1,1,2,2,2,2,1,0,1,1,0,5,0,1,0,99,0,99,1,99,1,2,3,88,99,2,0
Bitchener_Knoch_b ,2010,,12,,,,,,,87.08,13.22,96.25,4,,,,,2,F,0,1,9,1,1,1,1,2,2,2,2,1,0,1,1,0,5,0,1,0,99,0,99,1,99,1,2,3,88,99,2,0
Bitchener_Knoch_b ,2010,,27,,,,,,,90.59,8.79,93.18,4.71,,,,,1,F,0,1,0,1,1,1,1,2,2,2,2,1,0,1,1,0,5,0,1,0,99,0,99,1,99,1,2,1,88,99,2,0
Bitchener_Knoch_b ,2010,,27,,,,,,,90.59,8.79,92.76,6.8,,,,,2,F,0,1,9,1,1,1,1,2,2,2,2,1,0,1,1,0,5,0,1,0,99,0,99,1,99,1,2,1,88,99,2,0
Bitchener_Knoch_b ,2010,,12,,,,,,,83.08,12.49,94.17,5.15,,,,,1,F,0,1,0,1,1,1,1,2,2,2,2,1,0,1,1,0,5,0,1,0,99,0,99,1,99,1,2,3,88,99,2,1
Bitchener_Knoch_b ,2010,,12,,,,,,,83.08,12.49,95.33,5.09,,,,,2,F,0,1,9,1,1,1,1,2,2,2,2,1,0,1,1,0,5,0,1,0,99,0,99,1,99,1,2,3,88,99,2,1
Bitchener_Knoch_b ,2010,,12,,,,,,,85.58,8.89,86.17,8.08,,,,,1,T,0,1,0,0,88,1,1,2,2,2,2,1,0,1,1,0,5,0,1,0,99,0,99,1,99,88,88,88,88,88,2,0
Bitchener_Knoch_b ,2010,,12,,,,,,,85.58,8.89,85.92,11.87,,,,,2,T,0,1,9,0,88,1,1,2,2,2,2,1,0,1,1,0,5,0,1,0,99,0,99,1,99,88,88,88,88,88,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitchener_Knoch _c,2010,,13,,,,,,,62.46,11.98,89.23,8.22,,,,,1,F,0,1,0,1,1,1,1,2,2,1,99,1,1,1,1,0,5,0,1,0,99,1,99,1,0,1,2,8,88,99,0,1
Bitchener_Knoch _c,2010,,13,,,,,,,62.46,11.98,79.61,10.29,,,,,2,F,0,1,6,1,1,1,1,2,2,1,99,1,1,1,1,0,5,0,1,0,99,1,99,1,0,1,2,8,88,99,0,1
Bitchener_Knoch _c,2010,,13,,,,,,,62.46,11.98,84.31,12.33,,,,,3,F,0,1,24,1,1,1,1,2,2,1,99,1,1,1,1,0,5,0,1,0,99,1,99,1,0,1,2,8,88,99,0,1
Bitchener_Knoch _c,2010,,13,,,,,,,62.46,11.98,88.38,9.53,,,,,4,F,0,1,40,1,1,1,1,2,2,1,99,1,1,1,1,0,5,0,1,0,99,1,99,1,0,1,2,8,88,99,0,1
Bitchener_Knoch_c  ,2010,,13,,,,,,,55.31,20.08,83.77,10.36,,,,,1,F,0,1,0,1,1,1,1,2,2,1,99,1,1,1,1,0,5,0,1,0,99,0,99,1,0,1,2,8,88,99,0,0
Bitchener_Knoch_c  ,2010,,13,,,,,,,55.31,20.08,78.46,11.04,,,,,2,F,0,1,6,1,1,1,1,2,2,1,99,1,1,1,1,0,5,0,1,0,99,0,99,1,0,1,2,8,88,99,0,0
Bitchener_Knoch_c  ,2010,,13,,,,,,,55.31,20.08,81.69,10.93,,,,,3,F,0,1,24,1,1,1,1,2,2,1,99,1,1,1,1,0,5,0,1,0,99,0,99,1,0,1,2,8,88,99,0,0
Bitchener_Knoch_c  ,2010,,13,,,,,,,55.31,20.08,88.77,8.55,,,,,4,F,0,1,40,1,1,1,1,2,2,1,99,1,1,1,1,0,5,0,1,0,99,0,99,1,0,1,2,8,88,99,0,0
Bitchener_Knoch_c  ,2010,,13,,,,,,,59.69,20.45,79.15,14.27,,,,,1,F,0,1,0,1,1,1,1,2,2,1,99,1,1,1,1,0,5,0,1,0,99,0,99,1,0,1,2,0,88,99,0,0
Bitchener_Knoch_c  ,2010,,13,,,,,,,59.69,20.45,79.84,13.74,,,,,2,F,0,1,6,1,1,1,1,2,2,1,99,1,1,1,1,0,5,0,1,0,99,0,99,1,0,1,2,0,88,99,0,0
Bitchener_Knoch_c  ,2010,,13,,,,,,,59.69,20.45,78.31,13.41,,,,,3,F,0,1,24,1,1,1,1,2,2,1,99,1,1,1,1,0,5,0,1,0,99,0,99,1,0,1,2,0,88,99,0,0
Bitchener_Knoch_c  ,2010,,13,,,,,,,59.69,20.45,81.46,13.9,,,,,4,F,0,1,40,1,88,1,1,2,2,1,99,1,1,1,1,0,5,0,1,0,99,0,99,1,0,88,88,88,88,99,0,0
Bitchener_Knoch_c  ,2010,,13,,,,,,,60.17,17.58,67.08,21.45,,,,,1,T,0,1,0,0,88,1,1,2,2,1,99,1,1,1,1,0,5,0,1,0,99,0,99,1,0,88,88,88,88,99,0,0
Bitchener_Knoch_c  ,2010,,13,,,,,,,60.17,17.58,56.62,22.29,,,,,2,T,0,1,6,0,88,1,1,2,2,1,99,1,1,1,1,0,5,0,1,0,99,0,99,1,0,88,88,88,88,99,0,0
Bitchener_Knoch_c  ,2010,,13,,,,,,,60.17,17.58,62.46,18.97,,,,,3,T,0,1,24,0,88,1,1,2,2,1,99,1,1,1,1,0,5,0,1,0,99,0,99,1,0,88,88,88,88,99,0,0
Bitchener_Knoch_c  ,2010,,13,,,,,,,60.17,17.58,58.92,16.16,,,,,4,T,0,1,40,0,88,1,1,2,2,1,99,1,1,1,1,0,5,0,1,0,99,0,99,1,0,88,88,88,88,99,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitchener_Young_Cameron  ,2005,,19,,,,,,,82.21,7.03,84.79,8.92,,,,,1,F,1,1,4,3,99,1,1,3,2,1,99,99,0,99,1,0,1,0,1,0,2,2,1,1,99,2,1,8,88,1,99,1
Bitchener_Young_Cameron  ,2005,,19,,,,,,,91.64,8.66,91.5,11.22,,,,,1,F,1,2,4,3,99,1,1,3,2,1,99,99,0,99,1,0,1,0,1,0,2,2,1,1,99,3,1,8,88,1,99,1
Bitchener_Young_Cameron  ,2005,,19,,,,,,,63,37.22,83.93,14.4,,,,,1,F,1,3,4,3,99,1,1,3,2,1,99,99,0,99,1,0,1,0,1,0,2,2,1,1,99,1,1,8,88,1,99,1
Bitchener_Young_Cameron  ,2005,,17,,,,,,,83.71,10.56,75.79,10.09,,,,,1,F,1,1,4,3,99,1,1,3,2,1,99,99,0,99,1,0,1,0,1,0,2,2,1,1,99,2,1,0,88,1,99,0
Bitchener_Young_Cameron  ,2005,,17,,,,,,,81.07,18.49,77.86,15.91,,,,,1,F,1,2,4,3,99,1,1,3,2,1,99,99,0,99,1,0,1,0,1,0,2,2,1,1,99,3,1,0,88,1,99,0
Bitchener_Young_Cameron  ,2005,,17,,,,,,,69.29,30.6,61.93,17.57,,,,,1,F,1,3,4,3,99,1,1,3,2,1,99,99,0,99,1,0,1,0,1,0,2,2,1,1,99,1,1,0,88,1,99,0
Bitchener_Young_Cameron  ,2005,,17,,,,,,,80.31,10.64,77.38,7.97,,,,,1,T,1,1,4,0,88,1,1,3,2,1,99,99,0,99,1,0,1,0,1,0,2,2,1,1,99,88,88,88,88,1,99,0
Bitchener_Young_Cameron  ,2005,,17,,,,,,,75.69,17.14,82.92,11.17,,,,,1,T,1,2,4,0,88,1,1,3,2,1,99,99,0,99,1,0,1,0,1,0,2,2,1,1,99,88,88,88,88,1,99,0
Bitchener_Young_Cameron  ,2005,,17,,,,,,,55.31,29.15,47.62,25.45,,,,,1,T,1,3,4,0,88,1,1,3,2,1,99,99,0,99,1,0,1,0,1,0,2,2,1,1,99,88,88,88,88,1,99,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonilla_Steendam_Speelman_Buyse,2018,,29,,,,,,,0.39,0.25,0.18,0.16,,T,,,1,F,2,1,0,2,0,1,2,2,2,1,2,99,1,2,1,0,2,1,1,0,1,99,1,0,0,0,0,0,88,1,1,0
Bonilla_Steendam_Speelman_Buyse,2018,,29,,,,,,,0.39,0.25,0.13,0.13,,T,,,2,F,2,1,4,2,0,1,2,2,2,1,2,99,1,2,1,0,2,1,1,0,1,99,1,0,0,0,0,0,88,1,1,0
Bonilla_Steendam_Speelman_Buyse,2018,,28,,,,,,,0.33,0.24,0.21,0.2,,T,,,1,F,2,1,0,2,0,1,2,2,2,1,2,99,1,2,1,0,2,1,1,0,1,99,1,0,0,0,0,2,1,1,1,0
Bonilla_Steendam_Speelman_Buyse,2018,,28,,,,,,,0.33,0.24,0.22,0.14,,T,,,2,F,2,1,4,2,0,1,2,2,2,1,2,99,1,2,1,0,2,1,1,0,1,99,1,0,0,0,0,2,1,1,1,0
Bonilla_Steendam_Speelman_Buyse,2018,,27,,,,,,,0.31,0.26,0.36,0.21,,T,,,1,T,2,1,0,0,88,1,2,2,2,1,2,99,1,2,1,0,2,1,1,0,1,99,1,0,0,88,88,88,88,1,1,0
Bonilla_Steendam_Speelman_Buyse,2018,,27,,,,,,,0.31,0.26,0.39,0.2,,T,,,2,T,2,1,4,0,88,1,2,2,2,1,2,99,1,2,1,0,2,1,1,0,1,99,1,0,0,88,88,88,88,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,2017,,41,,,,,,,21.83,14.44,13.46,10.87,,T,,,1,F,1,1,1,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,10,1,0,88,1,1,0
Brown,2017,,41,,,,,,,21.83,14.44,21.49,14.41,,T,,,2,F,1,1,2,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,10,1,0,88,1,1,0
Brown,2017,,41,,,,,,,15.13,8.76,13.64,8.58,,T,,,1,F,1,2,1,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,1,1,0,88,1,1,0
Brown,2017,,41,,,,,,,15.13,8.76,14.74,11.14,,T,,,2,F,1,2,2,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,1,1,0,88,1,1,0
Brown,2017,,41,,,,,,,6.2,6.35,6.35,4.3,,T,,,1,F,1,3,1,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,10,1,0,88,1,1,0
Brown,2017,,41,,,,,,,6.2,6.35,7.76,6.09,,T,,,2,F,1,3,2,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,10,1,0,88,1,1,0
Brown,2017,,41,,,,,,,6.4,4.38,4.95,5.31,,T,,,1,F,1,4,1,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,9,1,0,88,1,1,0
Brown,2017,,41,,,,,,,6.4,4.38,4.71,4.57,,T,,,2,F,1,4,2,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,9,1,0,88,1,1,0
Brown,2017,,44,,,,,,,22,14.29,13.43,9.56,,T,,,1,F,1,1,1,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,10,1,2,1,1,1,0
Brown,2017,,44,,,,,,,22,14.29,20.98,15.95,,T,,,2,F,1,1,2,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,10,1,2,1,1,1,0
Brown,2017,,44,,,,,,,13.67,8.18,16.95,11.03,,T,,,1,F,1,2,1,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,1,1,2,1,1,1,0
Brown,2017,,44,,,,,,,13.67,8.18,11.65,7.45,,T,,,2,F,1,2,2,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,1,1,2,1,1,1,0
Brown,2017,,44,,,,,,,6.5,4.63,7.19,6.01,,T,,,1,F,1,3,1,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,10,1,2,1,1,1,0
Brown,2017,,44,,,,,,,6.5,4.63,4.15,3.88,,T,,,2,F,1,3,2,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,10,1,2,1,1,1,0
Brown,2017,,44,,,,,,,4.68,3.74,4.48,4.19,,T,,,1,F,1,4,1,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,9,1,2,1,1,1,0
Brown,2017,,44,,,,,,,4.68,3.74,3.78,5.43,,T,,,2,F,1,4,2,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,9,1,2,1,1,1,0
Brown,2017,,42,,,,,,,20.3,14.62,18.58,11.55,,T,,,1,T,1,1,1,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,10,1,88,88,1,1,0
Brown,2017,,42,,,,,,,20.3,14.62,22.62,14.23,,T,,,2,T,1,1,2,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,10,1,88,88,1,1,0
Brown,2017,,42,,,,,,,17.62,11.93,19.94,10.23,,T,,,1,T,1,2,1,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,1,1,88,88,1,1,0
Brown,2017,,42,,,,,,,17.62,11.93,17.46,10.08,,T,,,2,T,1,2,2,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,1,1,88,88,1,1,0
Brown,2017,,42,,,,,,,5.58,4.76,7.85,6.53,,T,,,1,T,1,3,1,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,10,1,88,88,1,1,0
Brown,2017,,42,,,,,,,5.58,4.76,5.87,4.92,,T,,,2,T,1,3,2,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,10,1,88,88,1,1,0
Brown,2017,,42,,,,,,,6.37,7.05,5.62,4.75,,T,,,1,T,1,4,1,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,9,1,88,88,1,1,0
Brown,2017,,42,,,,,,,6.37,7.05,4.45,4.39,,T,,,2,T,1,4,2,5,0,2,2,2,2,1,2,1,0,1,1,0,2,0,1,0,3,0,1,0,1,9,1,88,88,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diab,2015,,20,,,,,,,0.31,0.39,0.02,0.06,,T,,,1,F,2,1,0,3,0,1,2,2,2,1,99,1,99,99,99,0,2,0,1,0,99,1,0,0,99,8,2,8,1,0,1,0
Diab,2015,,20,,,,,,,0.31,0.39,0.05,0.08,,T,,,2,F,2,1,9,3,0,1,2,2,2,1,99,1,99,99,99,0,2,0,1,0,99,1,0,0,99,8,2,8,1,0,1,0
Diab,2015,,20,,,,,,,3.54,1.21,1.38,0.89,,T,,,1,F,2,2,0,3,0,1,2,2,2,1,99,1,99,99,99,0,2,0,1,0,99,1,0,0,99,6,2,8,1,0,1,0
Diab,2015,,20,,,,,,,3.54,1.21,1.38,0.55,,T,,,2,F,2,2,9,3,0,1,2,2,2,1,99,1,99,99,99,0,2,0,1,0,99,1,0,0,99,6,2,8,1,0,1,0
Diab,2015,,19,,,,,,,0.16,0.27,0.12,0.19,,T,,,1,F,2,1,0,3,0,1,2,2,2,1,99,1,99,99,99,0,2,0,1,0,99,1,0,0,99,8,2,3,1,0,1,0
Diab,2015,,19,,,,,,,0.16,0.27,0.03,0.06,,T,,,2,F,2,1,9,3,0,1,2,2,2,1,99,1,99,99,99,0,2,0,1,0,99,1,0,0,99,8,2,3,1,0,1,0
Diab,2015,,19,,,,,,,2.85,1.99,1.22,0.43,,T,,,1,F,2,2,0,3,0,1,2,2,2,1,99,1,99,99,99,0,2,0,1,0,99,1,0,0,99,6,2,3,1,0,1,0
Diab,2015,,19,,,,,,,2.85,1.99,1.94,1.12,,T,,,2,F,2,2,9,3,0,1,2,2,2,1,99,1,99,99,99,0,2,0,1,0,99,1,0,0,99,6,2,3,1,0,1,0
Diab,2015,,18,,,,,,,0.23,0.39,0.07,0.12,,T,,,1,T,2,1,0,0,88,1,2,2,2,1,99,1,99,99,99,0,2,0,1,0,99,1,0,0,99,88,88,88,88,0,1,0
Diab,2015,,18,,,,,,,0.23,0.39,0.06,0.09,,T,,,2,T,2,1,9,0,88,1,2,2,2,1,99,1,99,99,99,0,2,0,1,0,99,1,0,0,99,88,88,88,88,0,1,0
Diab,2015,,18,,,,,,,3.08,1.57,1.53,0.64,,T,,,1,T,2,2,0,0,88,1,2,2,2,1,99,1,99,99,99,0,2,0,1,0,99,1,0,0,99,88,88,88,88,0,1,0
Diab,2015,,18,,,,,,,3.08,1.57,1.93,0.61,,T,,,2,T,2,2,9,0,88,1,2,2,2,1,99,1,99,99,99,0,2,0,1,0,99,1,0,0,99,88,88,88,88,0,1,0
Diab,2016,,21,,,,,,,0.21,0.28,0.22,0.44,,T,,,1,F,2,1,0,1,0,1,2,2,2,1,99,1,99,99,1,0,77,1,1,0,99,1,0,0,99,8,2,3,88,2,99,0
Diab,2016,,21,,,,,,,0.21,0.28,0.08,0.11,,T,,,2,F,2,1,8,1,0,1,2,2,2,1,99,1,99,99,1,0,77,1,1,0,99,1,0,0,99,8,2,3,88,2,99,0
Diab,2016,,21,,,,,,,1.61,1.5,0.87,0.82,,T,,,1,F,2,2,0,1,0,1,2,2,2,1,99,1,99,99,1,0,77,1,1,0,99,1,0,0,99,6,2,3,88,2,99,0
