study.name,YofPub,group.name,n,d,t.pair,df,mdif,sdif,stder,mpre,sdpre,mpos,sdpos,r,rev.sign,rev.group,autoreg,post ,control,cont.type,outcome,time, treatments,cf.timely,ssci,setting,ed.level,Age,profic,motivation,Ss.aware,random.grp,equiv.grp,rel.inter,rel.intra,genre,sourced,timed,Location,Length ,instruction,graded,acc.measure,cf.training,error.type,cf.scope,cf.type,error.key,cf.provider,cf.revision,cf.oral
Diab,2016,,21,,,,,,,1.61,1.5,1.97,1.04,,T,,,2,F,2,2,8,1,0,1,2,2,2,1,99,1,99,99,1,0,77,1,1,0,99,1,0,0,99,6,2,3,88,2,99,0
Diab,2016,,16,,,,,,,0.12,0.25,0.15,9.24,,T,,,1,T,2,1,0,0,88,1,2,2,2,1,99,1,99,99,1,0,77,1,1,0,99,1,0,0,99,88,88,88,88,2,99,0
Diab,2016,,16,,,,,,,0.12,0.25,0.08,0.11,,T,,,2,T,2,1,8,0,88,1,2,2,2,1,99,1,99,99,1,0,77,1,1,0,99,1,0,0,99,88,88,88,88,2,99,0
Diab,2016,,16,,,,,,,1.13,0.92,0.62,0.43,,T,,,1,T,2,2,0,0,88,1,2,2,2,1,99,1,99,99,1,0,77,1,1,0,99,1,0,0,99,88,88,88,88,2,99,0
Diab,2016,,16,,,,,,,1.13,0.92,0.84,0.55,,T,,,2,T,2,2,8,0,88,1,2,2,2,1,99,1,99,99,1,0,77,1,1,0,99,1,0,0,99,88,88,88,88,2,99,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dlaska_Krekeler,2013,,73,,,,,,,81.6,10.8,83.1,11.1,,,,,1,F,0,1,1,2,0,0,2,2,2,1,99,1,1,1,0,0,99,0,1,0,99,0,0,2,99,0,1,1,88,0,1,0
Dlaska_Krekeler,2013,,66,,,,,,,85.7,13.7,88.8,10.5,,,,,1,F,0,2,1,2,0,0,2,2,2,1,99,1,1,1,0,0,99,0,1,0,99,0,0,2,99,0,1,1,88,0,1,0
Dlaska_Krekeler,2013,,72,,,,,,,81.4,10.9,85,8.1,,,,,1,F,0,1,1,2,0,0,2,2,2,1,99,1,1,1,0,0,99,0,1,0,99,0,1,2,99,0,1,1,88,0,1,0
Dlaska_Krekeler,2013,,61,,,,,,,90.4,8.2,91.2,7.6,,,,,1,F,0,2,1,2,0,0,2,2,2,1,99,1,1,1,0,0,99,0,1,0,99,0,1,2,99,0,1,1,88,0,1,0
Dlaska_Krekeler,2013,,80,,,,,,,80.5,11.2,80.8,10.7,,,,,1,T,0,1,1,0,88,0,2,2,2,1,99,1,1,1,0,0,99,0,1,0,99,0,1,2,99,88,88,88,88,0,1,88
Dlaska_Krekeler,2013,,74,,,,,,,90.3,6.6,89.6,6.3,,,,,1,T,0,2,1,0,88,0,2,2,2,1,99,1,1,1,0,0,99,0,1,0,99,0,1,2,99,88,88,88,88,0,1,88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekiert_diGennaro,2019,,22,,,,,,,0.457,0.22,0.62,0.21,,T,,,1,F,1,1,0,3,1,1,1,2,2,1,99,0,1,99,1,0,5,0,0,0,99,0,99,1,99,1,2,0,88,99,2,0
Ekiert_diGennaro,2019,,22,,,,,,,0.457,0.22,0.601,0.18,,T,,,2,F,1,1,6,3,1,1,1,2,2,1,99,0,1,99,1,0,5,0,0,0,99,0,99,1,99,1,2,0,88,99,2,0
Ekiert_diGennaro,2019,,23,,,,,,,0.484,0.17,0.533,0.23,,T,,,1,F,1,1,0,3,1,1,1,2,2,1,99,0,1,99,1,0,5,0,0,0,99,0,99,1,99,1,2,8,88,99,2,0
Ekiert_diGennaro,2019,,23,,,,,,,0.484,0.17,0.57,0.24,,T,,,2,F,1,1,6,3,1,1,1,2,2,1,99,0,1,99,1,0,5,0,0,0,99,0,99,1,99,1,2,8,88,99,2,0
Ekiert_diGennaro,2019,,18,,,,,,,0.497,0.22,0.65,0.18,,T,,,1,T,1,1,0,0,88,1,1,2,2,1,99,0,1,99,1,0,5,0,0,0,99,0,99,1,99,88,88,88,88,99,2,0
Ekiert_diGennaro,2019,,18,,,,,,,0.497,0.22,0.637,0.23,,T,,,2,T,1,1,6,0,88,1,1,2,2,1,99,0,1,99,1,0,5,0,0,0,99,0,99,1,99,88,88,88,88,99,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellis_Sheen_Murakami_Takashima,2008,,11,,,,,,,0.734,0.076,0.822,0.15,,,,,1,F,1,1,0,3,1,1,2,2,2,1,99,0,99,1,0,0,5,1,0,0,99,0,0,1,99,1,2,0,88,2,2,0
Ellis_Sheen_Murakami_Takashima,2008,,11,,,,,,,0.734,0.076,0.899,0.076,,,,,2,F,1,1,4,3,1,1,2,2,2,1,99,0,99,1,0,0,5,1,0,0,99,0,0,1,99,1,2,0,88,2,2,0
Ellis_Sheen_Murakami_Takashima,2008,,13,,,,,,,0.623,0.153,0.829,0.155,,,,,1,F,1,1,0,3,1,1,2,2,2,1,99,0,99,1,0,0,5,1,0,0,99,0,0,1,99,1,0,0,88,2,2,0
Ellis_Sheen_Murakami_Takashima,2008,,13,,,,,,,0.623,0.153,0.832,0.14,,,,,2,F,1,1,4,3,1,1,2,2,2,1,99,0,99,1,0,0,5,1,0,0,99,0,0,1,99,1,0,0,88,2,2,0
Ellis_Sheen_Murakami_Takashima,2008,,11,,,,,,,0.588,0.238,0.74,0.218,,,,,1,T,1,1,0,0,88,1,2,2,2,1,99,0,99,1,0,0,5,1,0,0,99,0,0,1,99,88,88,88,88,2,2,0
Ellis_Sheen_Murakami_Takashima,2008,,11,,,,,,,0.588,0.238,0.663,0.187,,,,,2,T,1,1,4,0,88,1,2,2,2,1,99,0,99,1,0,0,5,1,0,0,99,0,0,1,99,88,88,88,88,2,2,0
Evans_Hartshorn_StrongKrause,2011,,16,,,,,,,0.471,0.112,0.578,0.109,,,,,1,F,1,1,1,35,0,1,1,2,2,2,99,99,99,0,1,0,2,0,1,0,1,1,88,3,99,0,0,2,1,0,1,0
Evans_Hartshorn_StrongKrause,2011,,14,,,,,,,0.514,0.126,0.503,0.194,,,,,1,T,1,1,1,35,88,1,1,2,2,2,99,99,99,0,1,0,2,0,1,0,1,1,88,3,99,88,88,88,88,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fazio,2001,,16,,,,,,,0.101,0.047,0.13,0.123,,T,,,1,F,1,1,1,99,1,1,1,0,0,77,99,99,1,99,0,0,4,0,0,0,4,99,99,1,99,0,1,0,88,1,2,0
Fazio,2001,,15,,,,,,,0.098,0.064,0.155,0.098,,T,,,1,F,1,1,1,99,1,1,1,0,0,77,99,99,1,99,0,0,4,0,0,0,4,99,99,1,99,0,1,1,88,1,2,0
Fazio,2001,,15,,,,,,,0.086,0.074,0.095,0.06,,T,,,1,T,1,1,1,0,88,1,1,0,0,77,99,99,1,99,0,0,4,0,0,0,4,99,99,1,99,88,88,88,88,1,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frear_Chiu,2016,,12,,,,,,,72.38,13.72,86.32,12.05,,,,,1,F,0,1,0,1,88,1,2,2,2,99,99,1,0,99,1,0,5,1,0,0,99,99,0,14,0,2,2,1,88,1,0,0
Frear_Chiu,2016,,12,,,,,,,72.38,13.72,84.4,10.09,,,,,2,F,0,1,2,1,88,1,2,2,2,99,99,1,0,99,1,0,5,1,0,0,99,99,0,14,0,2,2,1,88,1,0,0
Frear_Chiu,2016,,14,,,,,,,69.84,16.66,87.37,11.67,,,,,1,F,0,1,0,1,88,1,2,2,2,99,99,1,0,99,1,0,5,1,0,0,99,99,0,14,0,2,2,1,88,1,0,0
Frear_Chiu,2016,,14,,,,,,,69.84,16.66,83.55,13.18,,,,,2,F,0,1,2,1,88,1,2,2,2,99,99,1,0,99,1,0,5,1,0,0,99,99,0,14,0,2,2,1,88,1,0,0
Frear_Chiu,2016,,16,,,,,,,64.1,20.2,65.86,31.09,,,,,1,T,0,1,0,0,88,1,2,2,2,99,99,1,0,99,1,0,5,1,0,0,99,99,0,14,0,88,88,88,88,1,0,0
Frear_Chiu,2016,,16,,,,,,,64.1,20.2,62.94,29.32,,,,,2,T,0,1,2,0,88,1,2,2,2,99,99,1,0,99,1,0,5,1,0,0,99,99,0,14,0,88,88,88,88,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guo,2015,,25,,,,,,,57.82,18.14,67.79,17.52,,,,,1,F,1,1,0,1,0,2,2,2,2,1,99,1,1,1,0,0,5,0,1,0,1,0,0,1,0,0,1,1,88,0,0,0
Guo,2015,,25,,,,,,,57.82,18.14,65.11,17.74,,,,,2,F,1,1,4,1,0,2,2,2,2,1,99,1,1,1,0,0,5,0,1,0,1,0,0,1,0,0,,1,88,0,0,0
Guo,2015,,25,,,,,,,57.82,18.14,72.62,13.72,,,,,3,F,1,1,12,1,0,2,2,2,2,1,99,1,1,1,0,0,5,0,1,0,1,0,0,1,0,0,1,1,88,0,0,0
Guo,2015,,24,,,,,,,60.41,16.44,72.96,14.12,,,,,1,F,1,1,0,1,0,2,2,2,2,1,99,1,1,1,0,0,5,0,1,0,1,0,0,1,0,0,1,2,1,0,0,0
Guo,2015,,24,,,,,,,60.41,16.44,69.51,15.3,,,,,2,F,1,1,4,1,0,2,2,2,2,1,99,1,1,1,0,0,5,0,1,0,1,0,0,1,0,0,1,2,1,0,0,0
Guo,2015,,24,,,,,,,60.41,16.44,64.49,19.08,,,,,3,F,1,1,12,1,0,2,2,2,2,1,99,1,1,1,0,0,5,0,1,0,1,0,0,1,0,0,1,2,1,0,0,0
Guo,2015,,24,,,,,,,59.26,18.27,75.4,17.96,,,,,1,F,1,1,0,1,0,2,2,2,2,1,99,1,1,1,0,0,5,0,1,0,1,0,0,1,0,0,1,3,88,0,0,0
Guo,2015,,24,,,,,,,59.26,18.27,66.43,18.5,,,,,2,F,1,1,4,1,0,2,2,2,2,1,99,1,1,1,0,0,5,0,1,0,1,0,0,1,0,0,1,3,88,0,0,0
Guo,2015,,24,,,,,,,59.26,18.27,72.87,13.94,,,,,3,F,1,1,12,1,0,2,2,2,2,1,99,1,1,1,0,0,5,0,1,0,1,0,0,1,0,0,1,3,88,0,0,0
Guo,2015,,24,,,,,,,56.54,17.59,75.08,13.37,,,,,1,F,1,1,0,1,0,2,2,2,2,1,99,1,1,1,0,0,5,0,1,0,1,0,0,1,0,0,1,0,88,0,0,0
Guo,2015,,24,,,,,,,56.54,17.59,72.18,16.2,,,,,2,F,1,1,4,1,0,2,2,2,2,1,99,1,1,1,0,0,5,0,1,0,1,0,0,1,0,0,1,0,88,0,0,0
Guo,2015,,24,,,,,,,56.54,17.59,68.99,20.02,,,,,3,F,1,1,12,1,0,2,2,2,2,1,99,1,1,1,0,0,5,0,1,0,1,0,0,1,0,0,1,0,88,0,0,0
Guo,2015,,23,,,,,,,62.12,19.68,77.1,14.02,,,,,1,F,1,1,0,1,0,2,2,2,2,1,99,1,1,1,0,0,5,0,1,0,1,0,0,1,0,0,1,8,88,0,0,0
Guo,2015,,23,,,,,,,62.12,19.68,71.74,15.75,,,,,2,F,1,1,4,1,0,2,2,2,2,1,99,1,1,1,0,0,5,0,1,0,1,0,0,1,0,0,1,8,88,0,0,0
Guo,2015,,23,,,,,,,62.12,19.68,75.4,14.73,,,,,3,F,1,1,12,1,0,2,2,2,2,1,99,1,1,1,0,0,5,0,1,0,1,0,0,1,0,0,1,8,88,0,0,0
Guo,2015,,27,,,,,,,68.8,14.66,69.81,14.63,,,,,2,T,1,1,0,0,88,2,2,2,2,1,99,1,1,1,0,0,5,0,1,0,1,0,0,1,0,88,88,88,88,0,0,0
Guo,2015,,27,,,,,,,68.8,14.66,68.37,16.48,,,,,1,T,1,1,4,0,88,2,2,2,2,1,99,1,1,1,0,0,5,0,1,0,1,0,0,1,0,88,88,88,88,0,0,0
Guo,2015,,27,,,,,,,68.8,14.66,69.3,20.15,,,,,3,T,1,1,12,0,88,2,2,2,2,1,99,1,1,1,0,0,5,0,1,0,1,0,0,1,0,88,88,88,88,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hartshorn,2008,,28,,,,,,,79.66,16.05,84.81,15.28,,,,,1,F,1,1,1,99,0,2,1,2,2,3,99,99,0,0,1,0,2,0,0,1,1,1,0,3,1,1,0,2,1,0,1,0
Hartshorn,2008,,28,,,,,,,71.68,16.79,79.31,15.17,,,,,1,F,1,2,1,99,0,2,1,2,2,3,99,99,0,0,1,0,2,0,0,1,1,1,0,3,1,1,0,2,1,0,1,0
Hartshorn,2008,,28,,,,,,,95.8,5.17,97.86,3.05,,,,,1,F,1,3,1,99,0,2,1,2,2,3,99,99,0,0,1,0,2,0,0,1,1,1,0,3,1,10,0,2,1,0,1,0
Hartshorn,2008,,28,,,,,,,93.63,6.9,93.31,8.23,,,,,1,F,1,4,1,99,0,2,1,2,2,3,99,99,0,0,1,0,2,0,0,1,1,1,0,3,1,10,0,2,1,0,1,0
Hartshorn,2008,,19,,,,,,,86.62,15.05,79.44,17.14,,,,,1,T,1,1,1,0,88,2,1,2,2,3,99,99,0,0,1,0,2,0,0,1,1,1,0,3,1,1,88,88,88,0,1,0
Hartshorn,2008,,19,,,,,,,81.23,10,76.84,11.54,,,,,1,T,1,2,1,0,88,2,1,2,2,3,99,99,0,0,1,0,2,0,0,1,1,1,0,3,1,1,88,88,88,0,1,0
Hartshorn,2008,,19,,,,,,,96.07,4.58,96.47,3.52,,,,,1,T,1,3,1,0,88,2,1,2,2,3,99,99,0,0,1,0,2,0,0,1,1,1,0,3,1,10,88,88,88,0,1,0
Hartshorn,2008,,19,,,,,,,95.31,5.08,96.25,4.68,,,,,1,T,1,4,1,0,88,2,1,2,2,3,99,99,0,0,1,0,2,0,0,1,1,1,0,3,1,10,88,88,88,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hartshorn_Evans,2015,,15,,,,,,,0.215,0.124,0.362,0.158,,,,,1,F,0,1,1,8,0,1,1,2,2,1,99,99,0,1,1,0,2,0,1,0,99,1,0,2,99,0,0,2,1,0,1,0
Hartshorn_Evans,2015,,12,,,,,,,0.156,0.116,0.164,0.094,,,,,1,T,0,1,1,0,88,1,1,2,2,1,99,99,0,1,1,0,2,0,1,0,99,1,0,2,99,88,88,88,88,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiang_Xiao,2014,,29,,,,,,,0.36,0.14,0.51,0.12,,,,,1,F,0,1,0,2,1,1,2,2,2,1,99,99,1,99,0,0,5,0,1,0,1,0,88,1,1,1,2,0,88,99,99,0
Jiang_Xiao,2014,,29,,,,,,,0.36,0.14,0.53,0.09,,,,,2,F,0,1,4,2,1,1,2,2,2,1,99,99,1,99,0,0,5,0,1,0,1,0,88,1,1,1,2,0,88,99,99,0
Jiang_Xiao,2014,,31,,,,,,,0.32,0.19,0.46,0.17,,,,,1,F,0,1,0,2,1,1,2,2,2,1,99,99,1,99,0,0,5,0,1,0,1,0,88,1,1,1,2,0,88,99,99,0
Jiang_Xiao,2014,,31,,,,,,,0.32,0.19,0.47,0.13,,,,,2,F,0,1,4,2,1,1,2,2,2,1,99,99,1,99,0,0,5,0,1,0,1,0,88,1,1,1,2,0,88,99,99,0
Jiang_Xiao,2014,,32,,,,,,,0.35,0.14,0.37,0.1,,,,,1,T,0,1,0,0,88,1,2,2,2,1,99,99,1,99,0,0,5,0,1,0,1,0,88,1,1,88,88,88,88,99,99,0
Jiang_Xiao,2014,,32,,,,,,,0.35,0.14,0.37,0.1,,,,,2,T,0,1,4,0,88,1,2,2,2,1,99,99,1,99,0,0,5,0,1,0,1,0,88,1,1,88,88,88,88,99,99,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karim_Endley,2019,,24,,,,,,,32.75,20.68,24.95,16,,,,,1,F,0,1,1,2,0,0,2,2,2,1,99,99,1,0,1,1,5,0,1,0,1,99,99,1,99,2,2,0,88,99,1,0
Karim_Endley,2019,,24,,,,,,,32.75,20.68,11.5,11.72,,,,,2,F,0,1,3,2,0,0,2,2,2,1,99,99,1,0,1,1,5,0,1,0,1,99,99,1,99,2,2,0,88,99,1,0
Karim_Endley,2019,,24,,,,,,,32.75,20.68,16.2,14.33,,,,,3,F,0,1,4,2,0,0,2,2,2,1,99,99,1,0,1,1,5,0,1,0,1,99,99,1,99,2,2,0,88,99,1,0
Karim_Endley,2019,,23,,,,,,,40.95,18.75,18.52,13.18,,,,,1,F,0,1,1,2,0,0,2,2,2,1,99,99,1,0,1,1,5,0,1,0,1,99,99,1,99,2,2,1,88,99,1,0
Karim_Endley,2019,,23,,,,,,,40.95,18.75,8.65,9.69,,,,,2,F,0,1,3,2,0,0,2,2,2,1,99,99,1,0,1,1,5,0,1,0,1,99,99,1,99,2,2,1,88,99,1,0
Karim_Endley,2019,,23,,,,,,,40.95,18.75,11.78,20.63,,,,,3,F,0,1,4,2,0,0,2,2,2,1,99,99,1,0,1,1,5,0,1,0,1,99,99,1,99,2,2,1,88,99,1,0
Karim_Endley,2019,,18,,,,,,,28.22,19.41,35.5,23.73,,,,,1,F,0,1,1,2,0,0,2,2,2,1,99,99,1,0,1,1,5,0,1,0,1,99,99,1,99,2,2,3,88,99,1,0
Karim_Endley,2019,,18,,,,,,,28.22,19.41,19.88,13.49,,,,,2,F,0,1,3,2,0,0,2,2,2,1,99,99,1,0,1,1,5,0,1,0,1,99,99,1,99,2,2,3,88,99,1,0
Karim_Endley,2019,,18,,,,,,,28.22,19.41,30.33,18.86,,,,,3,F,0,1,4,2,0,0,2,2,2,1,99,99,1,0,1,1,5,0,1,0,1,99,99,1,99,2,2,3,88,99,1,0
Karim_Endley,2019,,21,,,,,,,24.52,20.82,24.61,18.79,,,,,1,T,0,1,1,2,88,0,2,2,2,1,99,99,1,0,1,1,5,0,1,0,1,99,99,1,99,88,88,88,88,99,1,0
Karim_Endley,2019,,21,,,,,,,24.52,20.82,21.23,18.07,,,,,2,T,0,1,3,2,88,0,2,2,2,1,99,99,1,0,1,1,5,0,1,0,1,99,99,1,99,88,88,88,88,99,1,0
Karim_Endley,2019,,21,,,,,,,24.52,20.82,21.52,17.93,,,,,3,T,0,1,4,2,88,0,2,2,2,1,99,99,1,0,1,1,5,0,1,0,1,99,99,1,99,88,88,88,88,99,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karim_Nassaji,2018,,14,,,,0.908,4.12,,,,,,,T,T,,1,F,0,1,2,3,0,1,1,2,2,1,99,1,1,1,1,1,5,0,1,1,1,99,1,0,99,0,0,0,88,2,1,0
Karim_Nassaji,2018,,13,,,,3.48,6.63,,,,,,,T,T,,1,F,0,1,2,3,0,1,1,2,2,1,99,1,1,1,1,1,5,0,1,1,1,99,1,0,99,0,0,1,88,2,1,0
Karim_Nassaji,2018,,14,,,,7.49,6.53,,,,,,,T,T,,1,F,0,1,2,3,0,1,1,2,2,1,99,1,1,1,1,1,5,0,1,1,1,99,1,0,99,0,0,2,88,2,1,0
Karim_Nassaji,2018,,12,,,,2.83,7.14,,,,,,,T,T,,1,T,0,1,2,0,88,1,1,2,2,1,99,1,1,1,1,1,5,0,1,1,1,99,1,0,99,88,88,88,88,2,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kassim_Ng,2014,,30,,,,,,,71.04,9.63,77.8,9.55,,,,,1,F,0,1,0,2,99,1,2,2,2,1,99,1,99,99,1,0,5,0,1,1,2,0,0,11,99,2,2,1,88,99,99,0
Kassim_Ng,2014,,30,,,,,,,71.04,9.63,78.27,9.28,,,,,2,F,0,1,6,2,99,1,2,2,2,1,99,1,99,99,1,0,5,0,1,1,2,0,0,11,99,2,2,1,88,99,99,0
Kassim_Ng,2014,,30,,,,,,,72.17,9.43,81.77,7.09,,,,,1,F,0,1,0,2,99,1,2,2,2,1,99,1,99,99,1,0,5,0,1,1,2,0,0,11,99,2,2,1,88,99,99,0
Kassim_Ng,2014,,30,,,,,,,72.17,9.43,81.3,6.81,,,,,2,F,0,1,6,2,99,1,2,2,2,1,99,1,99,99,1,0,5,0,1,1,2,0,0,11,99,2,2,1,88,99,99,0
Kassim_Ng,2014,,30,,,,,,,71.13,9.99,70.37,8.19,,,,,1,T,0,1,0,0,88,1,2,2,2,1,99,1,99,99,1,0,5,0,1,1,2,0,0,11,99,88,88,88,88,99,99,0
Kassim_Ng,2014,,30,,,,,,,71.13,9.99,70.2,8.21,,,,,2,T,0,1,6,0,88,1,2,2,2,1,99,1,99,99,1,0,5,0,1,1,2,0,0,11,99,88,88,88,88,99,99,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mubarak,2013,,17,,-4.366,,,,,0.395,0.28,0.62,0.237,,,T,,1,F,0,1,0,12,1,2,2,2,2,,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,0,88,2,1,0
Mubarak,2013,,17,,,,,,,0.395,0.28,0.52,0.205,,,,,2,F,0,1,40,12,1,2,2,2,2,,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,0,88,2,1,0
Mubarak,2013,,17,,6.015,,,,,0.1,0.046,0.055,0.023,,T,T,,1,F,0,2,0,12,1,2,2,2,2,,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,0,88,2,1,0
Mubarak,2013,,17,,,,,,,0.1,0.046,0.062,0.027,,,,,2,F,0,2,40,12,1,2,2,2,2,,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,0,88,2,1,0
Mubarak,2013,,17,,-5.245,,,,,53.7,24.26,76.05,19.04,,,T,,1,F,0,3,0,12,1,2,2,2,2,,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,0,88,2,1,0
Mubarak,2013,,17,,,,,,,53.7,24.26,67.17,20.1,,,,,2,F,0,3,40,12,1,2,2,2,2,,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,0,88,2,1,0
Mubarak,2013,,17,,-2.055,,,,,57.11,23.89,71.76,25.8,,,T,,1,F,0,4,0,12,1,2,2,2,2,,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,0,88,2,1,0
Mubarak,2013,,17,,,,,,,57.11,23.89,63.76,19.25,,,,,2,F,0,4,40,12,1,2,2,2,2,,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,0,88,2,1,0
Mubarak,2013,,16,,-0.839,,,,,0.446,0.282,0.499,0.279,,,T,,1,F,0,1,0,12,1,2,2,2,2,,0,1,1,1,1,0,77,1,1,0,1,99,0,1,99,0,0,1,88,2,1,0
